Latitude,Longitude,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,PropertyGFABuilding(s)(%),ENERGYSTARScore,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ComplianceStatus,AgeBuilt,Source_principale,Source_secondaire,Source_tertiaire,TotalGHGEmissions
47.61438,-122.33871,218997.0,210409.0,0.0,100.0,98.0,NonResidential,Other,98121.0,7,Downtown,1.0,33,Data Center,Office,None,Compliant,35,Electricity(kBtu),NaturalGas(kBtu),None,1921.82
47.60454,-122.33072,1680937.0,319368.0,0.0,83.639,86.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,76,Office,Parking,None,Compliant,31,Electricity(kBtu),NaturalGas(kBtu),None,882.56
47.61418,-122.33485,312442.0,84800.0,18799.0,76.591,90.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,19,Office,Parking,Medical Office,Compliant,35,Electricity(kBtu),None,None,110.7
47.6129,-122.33684,281598.0,27597.0,21519.0,92.067,68.0,NonResidential,Medical Office,98101.0,7,Downtown,1.0,18,Medical Office,Parking,Retail Store,Compliant,91,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),582.28
47.61203,-122.33486,78920.0,0.0,0.0,100.0,80.0,NonResidential,Retail Store,98101.0,7,Downtown,1.0,4,Retail Store,None,None,Compliant,87,Electricity(kBtu),NaturalGas(kBtu),None,109.85
47.61051,-122.34439,120248.0,10853.0,0.0,33.538,93.0,NonResidential,Large Office,98121.0,7,Downtown,1.0,7,Office,Retail Store,None,Compliant,37,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),109.16
47.61289,-122.33531,561684.0,100000.0,80000.0,100.0,,NonResidential,Other,98101.0,7,Downtown,1.0,0,Other - Mall,Other - Entertainment/Public Assembly,Restaurant,Compliant,17,Electricity(kBtu),None,None,324.25
47.61505,-122.32,17120.0,15300.0,13400.0,100.0,,NonResidential,Mixed Use Property,98122.0,3,East,1.0,4,Office,Performing Arts,Self-Storage Facility,Compliant,108,NaturalGas(kBtu),Electricity(kBtu),None,150.88
47.61036,-122.34037,138257.0,0.0,0.0,100.0,97.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,10,Office,Retail Store,None,Compliant,108,Electricity(kBtu),SteamUse(kBtu),None,133.8
47.60956,-122.33715,45000.0,0.0,0.0,100.0,59.0,NonResidential,Retail Store,98101.0,7,Downtown,1.0,3,Retail Store,None,None,Compliant,76,Electricity(kBtu),NaturalGas(kBtu),None,27.82
47.60925,-122.33734,73563.0,0.0,0.0,100.0,39.0,NonResidential,Retail Store,98101.0,7,Downtown,1.0,3,Retail Store,None,None,Compliant,92,Electricity(kBtu),NaturalGas(kBtu),None,54.4
47.60765,-122.34097,44913.0,7044.0,0.0,100.0,57.0,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,6,Office,Restaurant,None,Compliant,107,Electricity(kBtu),None,None,20.12
47.60765,-122.3348,371450.0,65451.0,9295.0,100.0,43.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,29,Office,Parking,Other - Technology/Science,Compliant,46,Electricity(kBtu),NaturalGas(kBtu),None,426.39
47.60769,-122.33544,182604.0,13320.0,6246.0,93.85,62.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,27,Office,Parking,Other - Technology/Science,Compliant,87,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),639.72
47.60741,-122.33565,151740.0,12645.0,0.0,100.0,13.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,13,Office,Other,None,Compliant,95,Electricity(kBtu),None,None,132.71
47.60582,-122.33464,145491.0,70603.0,0.0,74.649,25.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,13,Office,Parking,None,Compliant,18,Electricity(kBtu),None,None,119.03
47.60576,-122.33922,95942.0,15523.0,182.0,100.0,91.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,7,Office,Retail Store,Data Center,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),None,41.8
47.60366,-122.33328,50250.0,0.0,0.0,100.0,89.0,NonResidential,Small- and Mid-Sized Office,98104.0,7,Downtown,1.0,3,Office,None,None,Compliant,95,Electricity(kBtu),None,None,13.72
47.60304,-122.33362,82053.0,6561.0,6333.0,100.0,75.0,NonResidential,Large Office,98101.0,7,Downtown,1.0,17,Office,Financial Office,Food Service,Compliant,105,Electricity(kBtu),SteamUse(kBtu),None,169.06
47.60573,-122.33028,983697.0,296815.0,12941.0,83.898,95.0,NonResidential,Large Office,98104.0,3,Downtown,1.0,42,Office,Parking,Medical Office,Compliant,35,Electricity(kBtu),None,None,264.78
47.60663,-122.32157,81873.0,67000.0,0.0,47.268,15.0,NonResidential,Medical Office,98104.0,3,East,1.0,5,Medical Office,Parking,None,Compliant,28,Electricity(kBtu),NaturalGas(kBtu),None,89.41
47.6094,-122.31506,60122.0,0.0,0.0,100.0,,NonResidential,University,98122.0,3,Central,1.0,2,College/University,Parking,None,Compliant,100,Electricity(kBtu),NaturalGas(kBtu),None,9.31
47.5981,-122.33369,84481.0,8474.0,0.0,85.579,83.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,6,Office,Parking,None,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),None,31.43
47.6029,-122.32927,204993.0,0.0,0.0,100.0,79.0,NonResidential,Large Office,98104.0,7,Downtown,1.0,9,Office,None,None,Compliant,45,Electricity(kBtu),SteamUse(kBtu),None,390.67
47.59878,-122.33088,343400.0,114237.0,0.0,72.037,96.0,NonResidential,Large Office,98104.0,2,Downtown,1.0,8,Office,Parking,None,Compliant,18,Electricity(kBtu),None,None,94.59
47.59273,-122.33455,58500.0,0.0,0.0,100.0,,NonResidential,Other,98104.0,2,Greater Duwamish,1.0,2,Other,None,None,Compliant,77,NaturalGas(kBtu),Electricity(kBtu),None,51.56
47.58958,-122.33369,49473.0,10408.0,0.0,100.0,30.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,6,Office,Restaurant,None,Compliant,109,Electricity(kBtu),None,None,30.35
47.58454,-122.3269,77800.0,0.0,0.0,100.0,83.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Parking,None,Compliant,56,NaturalGas(kBtu),Electricity(kBtu),None,73.58
47.5829,-122.32417,50036.0,49086.0,0.0,100.0,,Nonresidential COS,Other,98134.0,2,Greater Duwamish,1.0,4,Other,Office,None,Compliant,72,Electricity(kBtu),NaturalGas(kBtu),None,179.45
47.58251,-122.32528,60787.0,13805.0,2408.0,100.0,,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,1,Other,Office,Non-Refrigerated Warehouse,Compliant,31,Electricity(kBtu),NaturalGas(kBtu),None,89.94
47.57613,-122.33864,101752.0,8068.0,4270.0,100.0,,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,Office,Retail Store,Compliant,64,NaturalGas(kBtu),Electricity(kBtu),None,111.23
47.56301,-122.32564,152511.0,0.0,0.0,100.0,,NonResidential,Other,98108.0,2,Greater Duwamish,1.0,1,Other,None,None,Compliant,46,Electricity(kBtu),None,None,46.52
47.55695,-122.33176,101278.0,502.0,0.0,100.0,95.0,NonResidential,Small- and Mid-Sized Office,98134.0,2,Greater Duwamish,1.0,1,Office,Data Center,None,Compliant,66,Electricity(kBtu),NaturalGas(kBtu),None,152.28
47.55238,-122.32762,141917.0,0.0,0.0,100.0,67.0,NonResidential,Large Office,98108.0,2,Greater Duwamish,1.0,2,Office,Parking,None,Compliant,43,Electricity(kBtu),NaturalGas(kBtu),None,60.92
47.54923,-122.32446,56900.0,0.0,0.0,100.0,11.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,50,Electricity(kBtu),None,None,13.61
47.54699,-122.32882,245240.0,5616.0,5616.0,100.0,93.0,NonResidential,Large Office,98108.0,2,Greater Duwamish,1.0,5,Office,Parking,Parking,Compliant,41,Electricity(kBtu),None,None,75.12
47.54326,-122.33134,71718.0,0.0,0.0,100.0,100.0,NonResidential,Distribution Center,98108.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,47,Electricity(kBtu),None,None,1.06
47.53628,-122.3329,34206.0,21244.0,0.0,100.0,31.0,NonResidential,Warehouse,98108.0,1,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,47,NaturalGas(kBtu),Electricity(kBtu),None,131.64
47.52549,-122.33064,55000.0,0.0,0.0,100.0,32.0,NonResidential,Distribution Center,98108.0,1,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,37,NaturalGas(kBtu),Electricity(kBtu),None,89.53
47.52222,-122.36892,99471.0,0.0,0.0,100.0,81.0,NonResidential,Retail Store,98126.0,1,Delridge,1.0,1,Retail Store,Parking,None,Compliant,24,Electricity(kBtu),NaturalGas(kBtu),None,158.55
47.66478,-122.29804,232685.0,63419.0,15757.0,24.488,,NonResidential,Other,98105.0,4,Northeast,1.0,6,Parking,Retail Store,Non-Refrigerated Warehouse,Compliant,14,Electricity(kBtu),NaturalGas(kBtu),None,119.92
47.57903,-122.29982,27382.0,0.0,0.0,100.0,57.0,NonResidential,Supermarket / Grocery Store,98144.0,2,Greater Duwamish,1.0,1,Supermarket/Grocery Store,None,None,Compliant,53,Electricity(kBtu),NaturalGas(kBtu),None,195.43
47.54103,-122.33766,81526.0,0.0,0.0,100.0,1.0,NonResidential,Small- and Mid-Sized Office,98106.0,1,Delridge,1.0,3,Office,None,None,Compliant,87,Electricity(kBtu),NaturalGas(kBtu),None,166.13
47.70911,-122.32529,321828.0,298043.0,5636.0,93.464,,NonResidential,Other,98125.0,5,North,1.0,5,Parking,Retail Store,Other,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,99.14
47.56613,-122.33838,288048.0,83683.0,35760.0,100.0,43.0,NonResidential,Distribution Center,98134.0,2,Greater Duwamish,1.0,1,Distribution Center,Non-Refrigerated Warehouse,Refrigerated Warehouse,Compliant,30,NaturalGas(kBtu),Electricity(kBtu),None,455.39
47.59937,-122.33116,27283.0,23277.0,6540.0,100.0,,NonResidential,Mixed Use Property,98104.0,7,Downtown,1.0,4,Non-Refrigerated Warehouse,Office,Retail Store,Compliant,114,Electricity(kBtu),NaturalGas(kBtu),None,29.16
47.6252,-122.36737,149081.0,76364.0,0.0,58.722,77.0,NonResidential,Large Office,98119.0,7,Magnolia / Queen Anne,1.0,4,Office,Parking,None,Compliant,8,Electricity(kBtu),None,None,67.51
47.5992,-122.33223,95760.0,0.0,0.0,83.459,83.0,NonResidential,Small- and Mid-Sized Office,98104.0,2,Downtown,1.0,6,Office,None,None,Compliant,116,Electricity(kBtu),NaturalGas(kBtu),None,74.45
47.56733,-122.3352,178087.0,0.0,0.0,100.0,57.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,70,Electricity(kBtu),None,None,24.12
47.5725,-122.3571,164806.0,5826.0,0.0,100.0,98.0,NonResidential,Warehouse,98106.0,1,Delridge,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,50,Electricity(kBtu),None,None,4.2
47.63264,-122.34171,220033.0,168978.0,0.0,100.0,87.0,NonResidential,Large Office,98109.0,7,Magnolia / Queen Anne,1.0,10,Office,Parking,None,Compliant,22,Electricity(kBtu),NaturalGas(kBtu),None,106.12
47.60214,-122.32726,295494.0,94781.0,0.0,66.584,91.0,NonResidential,Large Office,98104.0,3,Downtown,1.0,17,Office,Parking,None,Compliant,7,Electricity(kBtu),None,None,95.03
47.6586,-122.3124,41624.0,33399.0,20740.0,55.637,63.0,NonResidential,Mixed Use Property,98105.0,4,Northeast,1.0,6,Office,Parking,Multifamily Housing,Compliant,7,Electricity(kBtu),NaturalGas(kBtu),None,79.39
47.66246,-122.29898,85572.0,2950.0,2500.0,100.0,,NonResidential,Retail Store,98105.0,4,Northeast,1.0,2,Retail Store,Restaurant,Other,Compliant,60,Electricity(kBtu),NaturalGas(kBtu),None,110.41
47.51304,-122.28394,112484.0,24433.0,0.0,100.0,47.0,NonResidential,Warehouse,98118.0,2,Greater Duwamish,1.0,2,Non-Refrigerated Warehouse,Office,None,Compliant,50,Electricity(kBtu),None,None,20.94
47.6056366,-122.3214798,177748.0,0.0,0.0,58.936,70.0,NonResidential,Medical Office,98122.0,3,East,1.0,5,Medical Office,None,None,Compliant,13,Electricity(kBtu),None,None,69.3
47.51168,-122.28285,52702.0,7746.0,0.0,100.0,90.0,NonResidential,Warehouse,98136.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,38,Electricity(kBtu),NaturalGas(kBtu),None,27.24
47.61915,-122.35871,215197.0,0.0,0.0,100.0,,NonResidential,Other,98121.0,7,Magnolia / Queen Anne,3.0,4,Other,None,None,Compliant,88,NaturalGas(kBtu),Electricity(kBtu),None,406.04
47.60453796,-122.3203278,26400.0,19200.0,17000.0,72.082,,NonResidential,Mixed Use Property,98122.0,3,East,1.0,4,Other,Office,Parking,Compliant,12,Electricity(kBtu),NaturalGas(kBtu),None,20.85
47.60796711,-122.3195445,146150.0,139000.0,0.0,45.008,59.0,NonResidential,Medical Office,98122.0,3,East,1.0,5,Medical Office,Parking,None,Compliant,26,Electricity(kBtu),NaturalGas(kBtu),None,133.5
47.6993,-122.32378,87552.0,0.0,0.0,100.0,18.0,NonResidential,Other,98115.0,5,North,1.0,5,Financial Office,None,None,Compliant,29,Electricity(kBtu),None,None,54.18
47.6582,-122.36434,87332.0,0.0,0.0,92.605,87.0,NonResidential,Warehouse,98107.0,6,Ballard,1.0,4,Non-Refrigerated Warehouse,None,None,Compliant,12,Electricity(kBtu),NaturalGas(kBtu),None,14.49
47.61210727,-122.3205972,100528.0,50017.0,0.0,66.776,28.0,NonResidential,Hotel,98122.0,3,East,1.0,6,Hotel,Parking,None,Compliant,13,NaturalGas(kBtu),Electricity(kBtu),None,453.76
47.62147,-122.34817,134197.0,5803.0,0.0,100.0,,NonResidential,Other,98109.0,7,Magnolia / Queen Anne,1.0,5,Other - Entertainment/Public Assembly,Restaurant,None,Compliant,17,Electricity(kBtu),NaturalGas(kBtu),None,341.23
47.62562,-122.35121,92000.0,20000.0,4006.0,80.982,8.0,NonResidential,Hotel,98109.0,7,Magnolia / Queen Anne,1.0,5,Hotel,Parking,Restaurant,Compliant,8,Electricity(kBtu),NaturalGas(kBtu),None,278.97
47.61818,-122.31728,132828.0,0.0,0.0,100.0,83.0,NonResidential,Warehouse,98122.0,3,East,1.0,4,Non-Refrigerated Warehouse,None,None,Compliant,28,Electricity(kBtu),None,None,7.56
47.53935,-122.34402,58047.0,12353.0,0.0,100.0,1.0,NonResidential,Warehouse,98106.0,1,Delridge,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,46,Electricity(kBtu),NaturalGas(kBtu),None,284.01
47.71417,-122.34256,130767.0,0.0,0.0,100.0,60.0,NonResidential,Retail Store,98133.0,5,Northwest,1.0,1,Retail Store,None,None,Compliant,21,Electricity(kBtu),NaturalGas(kBtu),None,295.12
47.5997,-122.30364,114000.0,0.0,0.0,100.0,,NonResidential,University,98144.0,3,Central,2.0,4,College/University,None,None,Compliant,42,Electricity(kBtu),NaturalGas(kBtu),None,109.71
47.57311,-122.3601,149293.0,7858.0,0.0,100.0,88.0,NonResidential,Warehouse,98053.0,1,Southwest,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,51,Electricity(kBtu),NaturalGas(kBtu),None,13.07
47.60705,-122.30966,236359.0,86298.0,0.0,100.0,57.0,NonResidential,Medical Office,98122.0,3,Central,1.0,6,Medical Office,Laboratory,None,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),None,189.85
47.54862,-122.32272,74178.0,0.0,0.0,100.0,,NonResidential,Retail Store,98108.0,2,Greater Duwamish,1.0,1,Retail Store,None,None,Compliant,58,Electricity(kBtu),NaturalGas(kBtu),None,134.82
47.70799,-122.30185,80360.0,0.0,0.0,100.0,96.0,NonResidential,Warehouse,98125.0,5,North,1.0,4,Non-Refrigerated Warehouse,None,None,Compliant,29,Electricity(kBtu),NaturalGas(kBtu),None,16.27
47.61318,-122.32122,46280.0,0.0,0.0,100.0,71.0,NonResidential,Supermarket / Grocery Store,98122.0,3,East,1.0,3,Supermarket/Grocery Store,None,None,Compliant,20,Electricity(kBtu),NaturalGas(kBtu),None,267.0
47.59394,-122.32452,48103.0,3753.0,0.0,100.0,,NonResidential,Other,98134.0,2,Greater Duwamish,1.0,2,Automobile Dealership,Office,None,Compliant,8,Electricity(kBtu),None,None,13.51
47.58718,-122.33467,26044.0,13884.0,13858.0,80.97,3.0,NonResidential,Mixed Use Property,98134.0,2,Greater Duwamish,1.0,3,Office,Manufacturing/Industrial Plant,Parking,Compliant,95,Electricity(kBtu),None,None,49.29
47.66181,-122.31231,65434.0,0.0,0.0,57.426,1.0,NonResidential,Large Office,98105.0,4,Northeast,1.0,3,Office,None,None,Compliant,56,Electricity(kBtu),NaturalGas(kBtu),None,128.73
47.64859,-122.33311,91064.0,0.0,0.0,61.223,32.0,NonResidential,Low-Rise Multifamily,98103.0,4,Lake Union,1.0,3,Multifamily Housing,None,None,Compliant,16,Electricity(kBtu),NaturalGas(kBtu),None,25.6
47.67738,-122.28996,22220.0,0.0,0.0,100.0,90.0,NonResidential,Worship Facility,98115.0,4,Northeast,1.0,2,Worship Facility,None,None,Compliant,59,NaturalGas(kBtu),Electricity(kBtu),None,31.74
47.54437,-122.30863,23751.0,14024.0,10095.0,100.0,,NonResidential,Mixed Use Property,98108.0,2,Greater Duwamish,1.0,1,Office,Other,Non-Refrigerated Warehouse,Compliant,54,Electricity(kBtu),NaturalGas(kBtu),None,30.52
47.54137,-122.33051,40000.0,0.0,0.0,100.0,1.0,NonResidential,Warehouse,98108.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,40,Electricity(kBtu),None,None,11.29
47.54113,-122.32633,27800.0,0.0,0.0,100.0,13.0,NonResidential,Distribution Center,98108.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,51,Electricity(kBtu),NaturalGas(kBtu),None,24.39
47.55436,-122.33631,46340.0,0.0,0.0,100.0,3.0,NonResidential,Warehouse,98134.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,15,Electricity(kBtu),None,None,17.87
47.60191,-122.31438,38460.0,0.0,0.0,100.0,69.0,NonResidential,Small- and Mid-Sized Office,98122.0,3,Central,1.0,3,Office,None,None,Compliant,106,Electricity(kBtu),NaturalGas(kBtu),None,36.02
47.68576,-122.35481,21022.0,0.0,0.0,100.0,54.0,NonResidential,Worship Facility,98103.0,6,Northwest,1.0,2,Worship Facility,None,None,Compliant,94,NaturalGas(kBtu),Electricity(kBtu),None,43.84
47.51127,-122.281,48001.0,0.0,0.0,100.0,49.0,NonResidential,Distribution Center,98118.0,2,Greater Duwamish,1.0,1,Distribution Center,None,None,Compliant,49,NaturalGas(kBtu),Electricity(kBtu),None,86.46
47.51399,-122.27946,23620.0,2760.0,0.0,100.0,,NonResidential,Warehouse,98118.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,37,Electricity(kBtu),NaturalGas(kBtu),None,3.58
47.51018,-122.28192,29551.0,9569.0,0.0,100.0,10.0,NonResidential,Warehouse,98118.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,47,NaturalGas(kBtu),Electricity(kBtu),None,77.04
47.51127,-122.281,30375.0,0.0,0.0,100.0,73.0,NonResidential,Warehouse,98118.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,None,None,Compliant,35,Electricity(kBtu),None,None,2.41
47.51104,-122.28245,24280.0,4950.0,0.0,100.0,,NonResidential,Warehouse,98118.0,2,Greater Duwamish,1.0,1,Non-Refrigerated Warehouse,Office,None,Compliant,37,Electricity(kBtu),None,None,2.57
47.68541,-122.27097,36185.0,3142.0,644.0,100.0,,NonResidential,Other,98115.0,4,Northeast,1.0,3,Other,Retail Store,Office,Compliant,88,NaturalGas(kBtu),Electricity(kBtu),None,416.07
47.68164,-122.3753,33589.0,0.0,0.0,100.0,90.0,NonResidential,Worship Facility,98117.0,6,Ballard,1.0,2,Worship Facility,None,None,Compliant,102,NaturalGas(kBtu),Electricity(kBtu),None,21.93
47.66587,-122.38476,43495.0,0.0,0.0,100.0,46.0,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,3,Office,None,None,Compliant,37,Electricity(kBtu),NaturalGas(kBtu),None,22.65
47.67528,-122.40836,28492.0,0.0,0.0,100.0,12.0,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,2,Office,None,None,Compliant,38,Electricity(kBtu),NaturalGas(kBtu),None,37.78
47.6744,-122.40735,18000.0,1800.0,1000.0,100.0,,NonResidential,Small- and Mid-Sized Office,98107.0,6,Ballard,1.0,3,Office,Medical Office,Other,Compliant,53,Electricity(kBtu),None,None,9.77
47.67398,-122.40765,22719.0,0.0,0.0,100.0,,NonResidential,Restaurant,98107.0,6,Ballard,1.0,3,Restaurant,Parking,None,Compliant,39,Electricity(kBtu),None,None,9.47
47.61597,-122.33086,69000.0,0.0,0.0,50.659,,NonResidential,Laboratory,98101.0,7,Downtown,1.0,2,Laboratory,None,None,Compliant,70,Electricity(kBtu),None,None,50.55
47.59692,-122.31543,147545.0,0.0,0.0,100.0,69.0,NonResidential,Retail Store,98144.0,3,Downtown,1.0,2,Retail Store,None,None,Compliant,99,Electricity(kBtu),NaturalGas(kBtu),None,169.75
47.68339,-122.31947,25778.0,200.0,0.0,100.0,,Nonresidential COS,Other,98115.0,4,North,1.0,2,Other,Office,None,Compliant,93,Electricity(kBtu),None,None,7.77
47.67713,-122.35398,23835.0,0.0,0.0,100.0,,NonResidential,Other,98013.0,6,Northwest,1.0,2,Social/Meeting Hall,None,None,Compliant,99,NaturalGas(kBtu),Electricity(kBtu),None,63.48
47.61468,-122.34925,31020.0,0.0,0.0,100.0,,NonResidential,Restaurant,98121.0,7,Downtown,1.0,2,Restaurant,None,None,Compliant,61,NaturalGas(kBtu),Electricity(kBtu),None,207.6
47.61402,-122.35016,14400.0,7200.0,0.0,100.0,,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,2,Office,Other - Lodging/Residential,None,Compliant,99,Electricity(kBtu),NaturalGas(kBtu),None,29.62
47.6158,-122.35126,37993.0,3547.0,0.0,78.455,59.0,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,5,Office,Bank Branch,None,Compliant,42,NaturalGas(kBtu),Electricity(kBtu),None,141.2
47.61683,-122.35176,64630.0,0.0,0.0,100.0,96.0,NonResidential,Small- and Mid-Sized Office,98121.0,7,Downtown,1.0,3,Office,None,None,Compliant,74,Electricity(kBtu),None,None,9.82
47.61636,-122.35094,20920.0,0.0,0.0,100.0,15.0,NonResidential,Worship Facility,98121.0,7,Downtown,1.0,2,Worship Facility,None,None,Compliant,68,NaturalGas(kBtu),Electricity(kBtu),None,42.19
47.57384,-122.41182,22128.0,0.0,0.0,100.0,94.0,NonResidential,Worship Facility,98116.0,1,Southwest,1.0,2,Worship Facility,None,None,Compliant,90,NaturalGas(kBtu),Electricity(kBtu),None,25.24
47.72736,-122.34579,40000.0,0.0,0.0,100.0,98.0,NonResidential,Retail Store,98133.0,5,Northwest,1.0,1,Retail Store,None,None,Compliant,48,Electricity(kBtu),NaturalGas(kBtu),None,24.02
47.72777,-122.34503,29924.0,0.0,0.0,100.0,,NonResidential,Other,98133.0,5,Northwest,1.0,1,Other - Education,None,None,Missing Data,14,Electricity(kBtu),SteamUse(kBtu),NaturalGas(kBtu),0.0
47.56633,-122.38725,15364.0,6000.0,0.0,100.0,86.0,NonResidential,Worship Facility,98116.0,1,Southwest,1.0,2,Worship Facility,K-12 School,None,Compliant,67,NaturalGas(kBtu),Electricity(kBtu),None,43.8
47.61741,-122.33491,28800.0,0.0,0.0,100.0,,NonResidential,University,98121.0,7,Downtown,1.0,2,College/University,None,None,Compliant,24,NaturalGas(kBtu),Electricity(kBtu),None,15.27
